Module 001 Port2 FD-H20 Instantaneous flow rate,Module 001 Port3 FD-H32 Instantaneous flow rate,Module 002 Port1 FD-H20 Instantaneous flow rate,Module 003 Port3 FD-H32 Instantaneous flow rate
81,250,91,2069
81,247,92,2118
81,250,92,2155
81,250,92,2177
81,251,92,2206
81,251,92,2227
82,249,92,2011
82,251,92,1458
82,249,93,990
82,251,93,724
82,252,93,529
82,252,93,384
82,249,93,257
82,253,92,183
82,251,91,124
82,252,92,0
82,249,92,0
82,249,93,0
82,248,92,0
82,247,93,0
82,250,93,0
83,253,94,0
83,251,94,0
83,252,93,0
84,253,93,0
83,253,92,0
83,253,92,0
83,253,92,0
83,250,92,0
83,251,92,0
84,250,92,0
84,250,92,0
84,249,92,0
84,250,92,0
84,252,93,259
84,256,93,792
84,256,93,1265
84,253,92,1547
84,253,93,1741
83,254,93,1895
83,252,92,2023
83,250,92,2101
82,249,91,2178
83,250,91,2218
83,250,92,2242
82,253,91,2256
82,256,90,2271
82,254,91,2276
82,254,91,1883
83,255,92,1280
83,255,92,987
83,252,92,669
83,253,91,481
83,253,92,324
83,255,92,233
83,255,92,159
83,257,92,122
83,257,92,0
83,257,92,0
83,259,92,0
83,260,92,0
83,260,92,0
83,260,91,0
83,258,93,0
83,259,93,0
84,256,92,0
84,259,92,0
84,259,91,0
84,259,92,0
84,259,93,0
84,258,93,0
84,259,93,0
84,257,93,0
84,259,92,0
84,258,93,0
84,258,93,0
84,257,93,646
84,259,93,1102
85,261,92,1488
85,259,92,1711
85,256,92,1862
85,255,93,1977
85,259,92,2078
84,258,92,2137
84,258,92,2173
84,257,92,2202
84,259,92,2228
84,259,92,2240
84,262,92,2105
84,265,92,1622
85,261,92,1098
85,262,93,784
85,262,94,532
86,264,94,386
86,262,94,278
85,260,94,199
85,259,93,133
85,255,93,0
84,254,93,0
84,258,93,0
84,255,93,0
84,253,93,0
83,252,93,0
83,250,92,0
82,248,91,0
82,247,91,0
82,245,91,0
81,243,91,0
82,244,91,0
82,244,91,0
82,248,91,0
82,245,91,0
83,247,91,0
83,246,91,0
82,247,90,0
82,246,90,0
82,245,90,398
82,244,89,1010
81,245,89,1371
81,246,88,1675
81,247,88,1806
81,246,88,1930
82,245,88,2041
82,248,88,2095
81,247,88,2149
82,247,89,2186
82,245,89,2194
82,249,89,2206
82,252,89,2215
82,248,89,1717
81,247,89,1245
81,245,89,842
81,243,88,604
80,244,88,408
81,244,88,314
82,245,88,212
81,243,89,151
81,245,88,101
81,244,89,0
81,245,88,0
81,245,89,0
81,245,88,0
81,245,88,0
81,248,89,0
81,248,89,0
81,245,89,0
80,243,89,0
80,244,89,0
81,247,90,0
82,248,90,0
82,249,90,0
83,252,90,0
83,250,90,0
84,249,91,0
84,249,90,0
84,249,91,0
85,251,90,348
85,251,89,819
83,272,89,1356
82,290,89,1648
81,300,88,1906
81,312,89,2045
80,315,88,2171
79,318,87,2229
79,323,87,2291
77,323,88,2314
77,326,88,2321
77,328,89,2319
76,327,88,2178
77,328,89,1584
77,323,88,1146
77,325,88,777
78,332,89,560
80,327,90,379
83,312,92,275
84,294,92,197
86,287,93,142
87,276,94,0
88,270,93,0
88,269,93,0
88,268,93,0
89,265,93,0
88,264,93,0
89,264,93,0
89,263,94,0
89,262,93,0
89,264,93,0
89,264,94,0
89,266,94,0
87,258,93,0
86,258,92,0
85,260,92,0
85,257,91,0
84,253,92,0
84,251,91,0
83,248,91,0
83,249,91,0
83,252,90,0
83,250,91,0
83,250,90,271
83,251,90,831
83,247,90,1236
83,247,90,1579
83,248,90,1775
84,250,90,1917
84,254,90,2057
85,258,90,2125
86,261,91,2200
85,256,90,2238
84,253,89,2294
84,252,89,2319
83,247,88,2316
82,246,87,2323
80,259,86,1584
79,258,86,1146
79,251,86,775
79,249,87,600
79,248,88,402
81,250,90,288
83,252,91,194
85,258,92,138
85,256,92,0
85,256,92,0
84,253,91,0
84,251,91,0
83,248,90,0
82,247,89,0
81,249,89,0
81,248,89,0
80,246,88,0
79,245,88,0
80,245,87,0
79,243,87,0
79,242,87,0
78,238,86,0
78,238,87,0
79,241,87,0
79,242,87,0
78,241,87,0
78,238,87,0
77,237,87,0
78,235,87,740
78,235,86,1191
78,237,86,1507
78,237,85,1735
78,233,85,1931
77,238,84,2046
76,236,85,2145
75,233,85,2206
76,235,85,2255
76,235,85,2270
75,234,84,2311
76,233,84,2322
76,235,85,2193
76,238,85,1592
76,238,85,1079
76,233,84,781
76,238,85,564
77,239,87,408
77,244,87,277
77,243,87,202
77,240,87,138
78,242,87,100
78,245,87,0
78,242,86,0
78,241,86,0
78,239,86,0
77,239,85,0
76,236,84,0
76,235,83,0
75,234,83,0
75,233,84,0
76,231,83,0
76,232,84,0
77,234,84,0
76,233,84,0
76,234,84,0
76,232,85,0
77,233,84,0
76,236,85,0
76,234,85,0
76,235,85,453
77,234,86,963
76,233,85,1415
76,233,86,1678
76,234,86,1906
77,234,86,2013
77,231,86,2125
77,235,86,2199
77,235,86,2248
77,233,86,2277
77,235,87,2301
78,234,87,2313
78,233,86,2188
77,233,85,1692
77,233,86,1144
77,235,86,823
76,236,87,558
77,235,87,405
77,235,86,274
77,235,86,197
77,236,87,151
77,240,86,102
77,240,86,0
78,240,86,0
78,237,86,0
78,243,87,0
79,243,87,0
79,243,88,0
79,244,89,0
79,244,88,0
79,245,87,0
79,247,87,0
79,245,87,0
79,242,87,0
79,239,86,0
78,238,85,0
78,235,85,0
78,235,84,0
77,236,84,0
77,235,85,0
77,234,85,0
75,235,85,0
75,233,84,752
75,231,84,1198
75,229,85,1526
74,231,85,1765
74,230,84,1959
74,229,85,2063
73,229,84,2139
73,226,83,2199
73,229,83,2223
72,230,82,2234
72,227,82,2247
72,229,83,2251
72,230,82,1776
72,227,82,1285
73,227,82,870
73,225,82,669
72,223,82,454
73,223,82,329
72,226,82,223
73,226,82,161
73,227,82,109
73,225,83,0
73,227,83,0
73,227,83,0
74,228,82,0
74,230,83,0
74,229,83,0
74,229,83,0
74,226,82,0
73,227,83,0
73,227,83,0
73,227,83,0
73,229,83,0
74,232,84,0
74,233,85,0
75,234,85,0
75,234,85,0
75,233,84,0
76,233,84,0
76,232,84,0
77,233,84,317
76,233,84,961
76,233,84,1350
75,232,84,1668
75,232,84,1870
75,234,83,1981
75,232,83,2093
75,231,83,2175
74,231,84,2224
74,229,84,2259
74,227,83,2284
73,227,83,2303
73,226,83,2308
73,226,82,1951
73,226,82,1411
73,228,82,1020
73,230,82,691
72,229,82,498
72,229,82,338
72,231,82,244
72,230,82,165
72,228,82,119
72,226,82,0
72,226,82,0
72,226,82,0
71,226,82,0
72,226,81,0
72,226,80,0
72,223,80,0
71,223,81,0
70,222,80,0
70,223,80,0
70,221,80,0
70,221,80,0
70,223,80,0
70,224,80,0
70,223,79,0
70,223,79,0
71,222,80,0
71,220,80,0
72,223,81,0
72,222,81,0
73,222,82,385
73,224,84,985
73,226,84,1325
74,228,84,1603
74,228,84,1769
74,230,84,1907
75,231,85,1995
75,233,85,2087
75,234,85,2153
75,233,85,2202
75,233,85,2238
75,235,85,2285
75,236,85,2309
75,237,85,1571
75,236,86,1137
76,235,85,827
76,232,86,564
76,232,85,383
76,233,86,276
76,231,86,187
76,234,86,144
76,233,85,0
76,237,86,0
76,235,85,0
76,234,86,0
76,235,86,0
75,237,86,0
76,236,86,0
75,235,86,0
75,235,85,0
75,233,85,0
75,235,86,0
74,234,85,0
74,237,86,0
75,236,85,0
75,237,85,0
75,234,85,0
75,232,86,0
76,231,86,0
76,232,85,0
75,234,85,284
75,231,85,926
75,235,85,1326
75,233,85,1667
76,236,86,1861
75,233,86,2009
76,233,85,2123
75,233,85,2212
75,234,85,2273
76,234,85,2327
76,234,86,2359
76,234,86,2383
76,235,86,2407
76,234,86,2128
76,235,86,1434
76,235,87,1031
76,234,87,741
76,235,87,504
77,237,86,370
77,236,86,263
77,237,87,174
77,238,87,125
77,239,87,0
78,237,87,0
77,236,85,0
76,233,85,0
76,230,85,0
75,230,84,0
74,230,84,0
73,229,84,0
74,231,83,0
73,229,82,0
74,230,82,0
73,230,83,0
73,229,83,0
73,226,83,0
73,226,82,0
73,227,83,0
73,224,83,0
74,228,83,0
74,226,83,0
74,224,83,0
73,224,83,0
73,226,83,502
73,226,82,1083
73,226,82,1468
73,227,83,1693
73,226,83,1891
74,232,84,1986
74,231,83,2101
75,230,83,2165
76,230,83,2222
75,232,84,2248
75,231,83,2267
75,231,83,2281
75,231,82,1964
74,229,82,1417
73,228,81,963
73,227,81,656
73,227,81,475
73,225,82,341
73,226,82,245
73,224,83,175
73,224,83,117
73,224,83,0
73,226,83,0
73,227,84,0
72,227,83,0
72,226,83,0
72,226,83,0
73,227,82,0
73,227,83,0
72,228,83,0
73,225,83,0
73,225,83,0
73,229,82,0
72,226,81,0
72,226,81,0
72,225,82,0
72,224,82,0
72,224,81,0
72,223,81,0
72,225,81,0
72,223,80,721
71,220,80,1155
71,218,79,1537
71,218,79,1747
70,217,79,1936
70,217,78,2064
70,215,78,2122
69,210,78,2190
69,210,77,2252
69,212,77,2287
69,212,77,2296
69,212,78,2321
69,214,78,1930
69,214,78,1403
69,212,78,1010
70,216,78,677
70,218,78,491
70,215,78,331
70,213,78,253
71,214,78,167
70,216,78,117
71,219,79,0
72,221,81,0
73,225,82,0
74,225,82,0
75,228,82,0
75,231,83,0
75,226,82,0
74,225,82,0
74,223,81,0
74,219,81,0
73,219,80,0
73,221,80,0
73,220,80,0
73,219,79,0
73,225,82,0
75,227,83,0
76,231,84,0
79,235,86,0
80,240,87,0
82,244,88,0
82,245,88,0
83,246,89,231
84,245,89,766
83,246,90,1171
84,249,90,1507
85,249,90,1715
85,248,90,1890
85,246,90,2009
85,247,90,2056
85,249,90,2113
85,248,89,2165
85,248,90,2205
85,249,90,2239
85,250,90,2261
86,252,90,2274
86,254,89,1852
85,254,89,1341
85,249,90,912
85,251,90,659
85,250,90,475
85,249,90,322
85,248,89,251
85,249,89,171
85,251,89,120
85,250,90,0
85,252,90,0
85,250,91,0
85,251,91,0
85,252,91,0
85,252,91,0
85,251,90,0
85,252,91,0
86,255,90,0
85,254,91,0
85,253,91,0
86,253,91,0
86,256,91,0
87,258,92,0
87,259,91,0
88,261,92,0
88,260,92,0
88,258,93,0
88,259,92,557
88,257,91,1045
88,254,91,1460
87,255,91,1703
87,255,92,1906
87,253,92,2039
87,253,91,2127
87,253,91,2185
87,253,91,2243
87,252,91,2290
87,254,91,2319
86,254,91,2347
87,251,90,2017
87,253,90,1376
88,255,90,1000
89,253,91,680
88,253,91,495
89,258,91,358
89,257,91,259
88,259,91,175
89,259,91,126
89,258,91,0
88,255,92,0
88,257,91,0
89,257,90,0
88,255,90,0
88,255,89,0
88,251,90,0
87,253,90,0
88,255,91,0
88,256,90,0
88,254,90,0
88,255,90,0
88,253,90,0
87,251,89,0
87,251,89,0
87,253,90,0
86,253,90,0
86,256,91,0
86,257,90,0
85,255,90,0
84,254,89,672
84,254,90,1209
85,255,90,1451
85,251,90,1710
85,251,90,1836
86,252,89,1966
86,253,90,2047
85,251,91,2098
85,249,91,2139
86,250,92,2190
86,255,92,2210
87,256,93,2243
87,258,93,2128
86,256,93,1438
87,256,93,1107
87,253,93,751
87,254,92,543
87,258,92,365
87,255,92,262
87,256,92,187
87,254,92,133
87,256,92,0
87,257,93,0
87,256,93,0
88,259,92,0
88,259,92,0
87,258,93,0
88,258,92,0
87,258,92,0
87,256,92,0
88,258,92,0
88,259,93,0
88,257,93,0
88,256,93,0
89,258,93,0
89,258,93,0
89,255,92,0
88,255,92,0
88,257,93,0
88,258,92,0
88,259,92,129
88,260,92,726
88,262,93,1241
88,261,93,1533
89,262,92,1743
89,263,92,1893
89,262,92,2029
88,263,93,2111
88,261,93,2174
88,262,92,2225
88,263,92,2263
88,263,92,2262
88,265,92,2269
88,264,93,2275
88,264,93,1873
88,264,92,1272
88,263,92,867
88,259,92,629
85,250,90,457
81,241,87,332
78,234,85,224
76,230,84,162
74,228,82,110
73,226,81,0
72,226,81,0
72,228,80,0
71,225,80,0
71,223,80,0
71,219,80,0
70,221,79,0
69,218,80,0
70,218,80,0
70,216,81,0
69,216,80,0
70,220,80,0
69,222,80,0
70,219,81,0
70,220,81,0
69,223,81,0
69,222,80,0
69,219,80,0
69,220,80,0
69,218,80,0
69,219,80,0
70,220,80,715
70,217,80,1230
70,218,79,1545
70,215,78,1760
70,214,79,1947
70,215,80,2046
69,217,79,2132
70,219,79,2167
70,219,79,2192
70,221,78,2197
70,219,80,2210
70,220,80,2202
70,218,80,2193
70,218,80,2195
70,218,80,1484
70,219,80,1066
70,219,80,719
70,220,80,552
70,217,80,398
69,220,80,269
69,219,80,194
69,215,79,130
69,216,78,0
68,217,79,0
68,216,79,0
69,216,79,0
68,216,80,0
69,222,81,0
71,226,82,0
72,229,84,0
74,233,84,0
75,234,85,0
76,236,85,0
77,236,85,0
78,236,85,0
77,235,85,0
78,236,86,0
78,235,86,0
78,236,86,0
78,235,87,0
78,237,87,0
79,236,86,627
79,235,86,1170
80,237,86,1430
80,239,87,1698
80,239,87,1858
79,238,86,1998
78,236,85,2067
77,233,85,2149
77,231,83,2186
77,229,84,2228
77,230,83,2237
76,228,82,2274
76,227,82,2290
77,232,83,1871
78,235,84,1358
80,239,86,987
81,245,87,715
82,247,88,490
83,248,88,355
83,248,89,243
82,246,87,177
81,244,87,129
81,242,86,0
80,237,86,0
80,236,85,0
78,235,86,0
78,236,86,0
78,234,85,0
78,233,85,0
78,234,84,0
78,234,84,0
78,234,83,0
77,232,84,0
77,234,84,0
77,234,85,0
77,236,86,0
77,237,86,0
77,235,85,0
77,236,86,0
77,238,85,0
77,237,84,485
77,238,85,973
78,239,84,1340
77,238,84,1643
77,236,84,1855
77,237,84,1981
77,235,84,2085
77,233,85,2150
78,234,84,2213
78,238,84,2253
77,237,85,2284
77,238,84,2317
77,238,84,1914
77,239,83,1393
77,236,84,942
77,237,84,678
77,236,84,459
77,234,84,354
77,236,84,241
78,238,84,175
77,237,84,118
77,236,84,0
77,240,84,0
78,236,85,0
77,236,83,0
77,236,83,0
76,231,83,0
75,231,83,0
74,229,82,0
74,229,82,0
74,229,81,0
74,228,81,0
75,229,82,0
75,228,82,0
75,229,82,0
75,231,82,0
74,233,81,0
74,232,81,0
75,234,82,0
75,231,82,0
74,232,82,138
75,227,82,712
75,228,82,1207
75,230,82,1475
75,232,82,1757
76,232,83,1922
76,234,83,2061
76,233,83,2146
76,235,83,2236
77,235,83,2293
77,235,84,2322
77,236,84,2367
77,235,84,2375
76,235,84,2102
76,233,84,1524
76,235,83,1096
75,233,83,785
75,235,84,525
75,237,84,381
75,236,84,261
75,235,83,190
75,234,84,138
76,236,85,101
76,234,85,0
77,238,85,0
77,238,85,0
77,238,86,0
79,243,87,0
80,246,88,0
80,251,88,0
81,248,89,0
81,248,90,0
82,251,90,0
82,251,89,0
81,247,88,0
81,248,88,0
81,244,88,0
80,243,87,0
80,244,87,0
79,243,86,0
79,244,87,0
79,240,86,0
78,238,86,139
78,242,86,861
78,240,87,1288
78,243,87,1627
79,242,87,1829
78,238,87,1996
78,239,87,2082
78,238,87,2159
79,238,87,2198
78,238,88,2237
78,236,87,2275
78,238,86,2289
78,240,86,2309
79,240,86,2032
78,241,86,1472
79,240,86,1002
79,240,86,684
79,238,86,529
79,240,86,362
79,239,87,264
79,242,87,180
80,243,87,131
79,244,87,0
80,247,88,0
80,248,88,0
81,248,88,0
80,246,89,0
80,243,88,0
80,243,88,0
80,243,87,0
80,243,88,0
80,243,88,0
81,248,89,0
82,250,89,0
82,251,89,0
83,252,90,0
83,251,90,0
83,249,90,0
83,247,90,0
84,246,90,0
83,245,89,0
82,246,88,0
82,245,88,609
81,245,89,1166
81,245,88,1492
81,242,88,1729
81,241,87,1936
81,240,87,2075
80,239,86,2180
79,240,86,2243
79,241,85,2295
79,238,85,2327
79,236,85,2377
79,235,84,2396
79,236,85,1972
78,236,84,1431
79,238,85,972
79,237,85,753
79,236,86,513
79,236,86,374
78,238,85,256
78,235,85,187
77,236,85,128
77,234,85,0
77,234,85,0
76,235,85,0
76,232,85,0
75,233,85,0
75,231,84,0
75,229,85,0
75,230,84,0
75,233,84,0
75,231,84,0
75,230,84,0
75,232,84,0
75,231,84,0
76,230,84,0
76,229,84,0
75,231,85,0
75,233,84,0
74,232,84,0
74,230,84,0
74,233,84,0
74,233,84,465
75,234,83,1040
75,237,85,1393
75,237,85,1596
76,238,85,1819
76,237,85,1945
76,237,85,2061
77,239,86,2110
77,241,86,2158
77,238,85,2196
77,242,86,2228
77,241,86,2256
77,241,85,2293
77,241,85,2038
77,238,85,1465
77,238,85,1065
77,237,85,778
77,238,86,528
78,240,86,381
78,242,87,256
78,241,87,184
78,238,87,123
78,238,87,0
78,234,88,0
78,236,86,0
78,237,87,0
78,236,87,0
78,238,88,0
78,241,87,0
78,239,87,0
78,240,87,0
78,238,87,0
77,239,87,0
78,240,86,0
78,239,86,0
78,238,87,0
78,243,86,0
78,241,86,0
78,238,86,0
77,236,86,0
78,238,86,0
78,238,86,126
78,238,86,798
78,240,86,1191
78,235,86,1507
78,237,86,1694
77,235,86,1845
77,235,86,1912
77,235,85,1997
78,236,87,2044
77,238,87,2084
77,240,87,2125
77,242,87,2156
77,241,87,2176
77,241,87,2204
77,244,88,1998
77,241,88,1356
77,242,88,978
78,240,88,662
78,242,88,480
78,245,87,347
78,244,87,236
77,242,88,182
77,239,87,124
77,240,87,0
77,243,87,0
76,243,87,0
76,241,87,0
76,238,87,0
76,237,87,0
76,234,86,0
75,234,86,0
75,231,86,0
75,233,84,0
74,233,84,0
73,234,84,0
73,230,84,0
73,230,83,0
74,228,83,0
74,230,83,0
74,229,83,0
75,228,83,0
74,230,83,377
75,232,83,977
74,232,84,1339
74,231,83,1551
74,229,84,1787
74,233,84,1913
75,232,84,2032
75,230,84,2104
74,232,84,2186
74,232,83,2233
73,233,85,2264
74,231,85,2301
73,232,85,2314
74,231,85,2185
74,232,85,1687
74,233,85,1143
74,233,86,775
75,233,85,562
75,234,85,404
75,236,85,273
75,233,86,197
75,233,86,133
75,233,86,101
75,236,86,0
75,239,86,0
75,235,85,0
74,233,85,0
73,233,84,0
73,231,83,0
64,279,83,0
53,479,82,0
45,643,82,0
40,739,81,0
37,827,81,0
36,871,81,0
34,916,81,0
33,943,82,0
32,964,82,0
32,974,81,0
32,978,80,0
31,973,80,0
31,977,80,0
31,979,79,543
31,972,79,1140
32,976,79,1570
32,975,79,1763
31,974,78,1921
32,974,78,2093
31,973,78,2174
31,986,78,2242
30,985,79,2283
30,984,79,2307
30,983,80,2319
30,987,80,2338
30,995,80,1923
31,1002,80,1300
30,994,79,943
31,992,79,640
31,998,79,460
31,1001,80,308
31,1005,80,234
32,1016,81,156
32,1020,82,112
33,1022,83,0
33,1030,83,0
33,1035,84,0
33,1032,84,0
32,1030,82,0
32,1017,81,0
31,1008,80,0
31,1001,79,0
31,1007,79,0
31,1004,79,0
30,1001,81,0
31,1002,80,0
31,1008,81,0
31,1018,82,0
32,1029,84,0
33,1039,84,0
33,1049,86,0
33,1059,86,0
34,1064,85,0
34,1064,85,375
34,1064,86,962
34,1061,86,1314
34,1058,86,1607
34,1054,86,1747
34,1057,86,1884
34,1056,86,1973
34,1059,87,2052
35,1065,87,2080
35,1062,88,2103
35,1064,87,2124
35,1064,87,2148
34,1060,87,2157
34,1055,86,2171
33,1050,87,1570
33,1057,87,1063
33,1058,86,772
32,1061,86,527
33,1069,85,383
33,1067,85,295
33,1062,86,200
33,1062,85,145
33,1058,85,0
33,1053,85,0
33,1048,85,0
33,1051,85,0
33,1048,85,0
33,1045,85,0
33,1040,84,0
33,1042,84,0
33,1035,83,0
33,1040,83,0
33,1039,84,0
33,1042,84,0
33,1042,84,0
33,1038,84,0
33,1036,84,0
33,1035,85,0
33,1036,85,0
33,1041,85,0
33,1042,85,0
34,1048,85,0
34,1043,84,510
34,1036,84,1079
34,1036,84,1406
34,1041,84,1642
34,1042,84,1810
33,1041,85,1930
34,1042,85,2046
34,1046,85,2112
33,1049,85,2152
33,1043,85,2172
32,1045,84,2200
32,1044,84,2211
32,1033,84,2222
32,1026,83,1712
32,1016,83,1163
31,1013,83,846
31,1008,83,577
32,1008,82,419
32,1011,82,286
32,1011,82,222
33,1005,82,152
33,1007,81,111
32,1014,82,0
32,1021,83,0
32,1031,83,0
33,1033,84,0
33,1044,85,0
33,1056,86,0
33,1062,86,0
33,1057,86,0
33,1063,87,0
33,1064,87,0
33,1068,87,0
33,1065,87,0
33,1071,86,0
33,1065,87,0
34,1063,87,0
34,1061,87,0
34,1061,87,0
34,1062,87,0
34,1070,87,0
34,1068,87,613
34,1070,87,1118
34,1073,89,1447
34,1074,88,1676
34,1078,87,1866
34,1079,88,1947
34,1086,88,2029
34,1086,89,2115
34,1083,89,2162
35,1090,90,2208
36,1095,90,2257
36,1097,90,2292
36,1099,90,2300
35,1092,89,1581
35,1093,89,1217
34,1090,89,825
34,1093,88,601
34,1090,88,408
35,1093,88,297
36,1095,89,215
35,1094,88,145
35,1089,89,105
35,1093,89,0
35,1090,89,0
35,1091,89,0
35,1092,89,0
36,1100,89,0
36,1094,89,0
34,1096,89,0
34,1097,88,0
35,1097,89,0
35,1094,89,0
35,1094,90,0
35,1094,90,0
36,1093,90,0
36,1096,90,0
36,1099,90,0
37,1107,90,0
37,1114,91,0
37,1107,90,0
36,1104,90,0
37,1104,90,288
37,1100,89,920
36,1093,90,1294
36,1094,89,1618
36,1093,89,1802
36,1087,89,1977
36,1090,89,2083
36,1093,89,2167
36,1098,90,2219
36,1109,90,2260
36,1103,89,2294
36,1107,89,2304
36,1105,89,2306
36,1102,89,1667
36,1095,89,1205
35,1100,89,818
35,1102,89,633
35,1101,90,432
35,1097,90,314
35,1095,89,213
35,1095,89,153
35,1093,88,104
34,1091,89,0
34,1088,89,0
34,1094,89,0
35,1094,89,0
35,1085,89,0
35,1090,89,0
34,1087,89,0
34,1086,89,0
35,1085,88,0
35,1090,88,0
35,1091,89,0
35,1089,88,0
35,1091,88,0
35,1089,89,0
35,1086,89,0
35,1092,89,0
35,1092,90,0
36,1090,89,0
36,1089,90,0
35,1083,89,0
34,1093,89,675
33,1089,89,1131
33,1095,89,1518
33,1088,89,1743
33,1088,89,1926
34,1091,88,2028
34,1082,88,2110
34,1089,89,2176
35,1084,89,2224
35,1090,90,2238
35,1095,89,2260
35,1095,89,2272
35,1096,89,2008
36,1104,88,1447
36,1108,89,1048
36,1103,89,762
35,1103,90,515
35,1110,91,372
36,1108,90,252
36,1102,90,181
36,1103,90,130
37,1104,91,0
36,1112,89,0
36,1111,90,0
36,1112,89,0
36,1107,90,0
36,1112,90,0
35,1111,89,0
35,1107,88,0
34,1093,87,0
33,1088,86,0
33,1077,86,0
33,1072,86,0
33,1070,86,0
33,1070,86,0
33,1066,86,0
33,1059,87,0
33,1061,87,0
32,1056,87,0
33,1054,86,0
32,1056,85,132
32,1059,85,711
33,1062,85,1211
33,1057,85,1500
33,1063,85,1735
33,1063,85,1867
33,1058,85,1967
33,1048,83,2044
33,1038,83,2117
33,1033,82,2137
33,1031,82,2162
33,1031,81,2192
32,1024,81,2218
32,1028,82,2010
33,1033,82,1459
33,1039,82,991
34,1045,83,766
34,1064,85,526
34,1075,86,380
35,1069,86,255
34,1071,86,181
34,1067,85,119
33,1060,84,0
33,1053,84,0
32,1047,84,0
32,1046,83,0
32,1027,82,0
31,1018,81,0
31,1010,81,0
31,1007,80,0
31,1002,80,0
31,1000,81,0
31,989,80,0
31,990,80,0
31,994,80,0
31,999,80,0
31,1003,79,0
31,998,79,0
31,993,79,0
31,994,79,0
31,990,79,0
31,990,78,266
31,989,79,810
31,986,79,1274
31,992,79,1502
31,989,79,1740
31,980,79,1886
31,980,78,2009
31,984,78,2078
31,986,78,2137
31,981,78,2175
31,981,78,2202
31,983,78,2240
30,985,78,2271
30,984,78,2288
30,982,78,1553
30,988,79,1128
30,989,80,765
30,997,80,590
31,1000,81,399
30,1013,80,287
31,1020,81,206
31,1021,80,137
31,1011,80,0
31,1017,80,0
31,1009,80,0
31,1010,80,0
30,997,79,0
30,993,79,0
30,993,78,0
30,985,78,0
29,980,77,0
28,977,77,0
28,967,77,0
28,964,77,0
28,957,76,0
28,954,76,0
28,954,77,0
28,962,77,0
28,967,77,0
29,973,77,0
29,970,77,0
29,971,78,0
29,972,77,272
30,970,77,900
29,967,77,1208
30,966,78,1544
30,965,78,1775
29,968,78,1903
29,970,77,1991
30,985,77,2060
30,987,77,2106
30,997,78,2134
30,991,78,2158
30,979,77,2179
30,981,78,2192
30,974,78,1586
30,978,78,1149
30,984,77,779
30,980,77,599
30,981,77,402
30,981,78,288
30,983,79,195
30,984,80,143
30,995,79,0
30,994,79,0
30,995,79,0
30,1000,79,0
31,997,78,0
31,994,78,0
31,1000,80,0
31,999,80,0
31,996,80,0
31,997,80,0
31,999,80,0
31,993,80,0
31,984,79,0
30,977,79,0
30,980,78,0
30,975,78,0
30,973,78,0
30,979,78,0
30,979,78,0
30,985,78,0
30,987,78,487
30,984,78,1048
30,987,77,1370
30,992,77,1638
30,990,78,1804
30,981,78,1941
30,977,78,1995
31,978,78,2063
30,973,77,2107
30,975,76,2145
30,981,76,2175
30,982,75,2199
31,981,76,2208
30,977,76,2211
30,973,76,1609
30,974,75,1093
30,975,76,792
30,975,76,538
30,968,76,389
30,971,76,281
30,970,77,202
30,979,78,136
30,982,78,0
30,986,78,0
30,991,78,0
30,993,78,0
30,989,79,0
31,990,79,0
31,988,78,0
30,985,78,0
30,991,79,0
30,1000,80,0
31,1012,80,0
31,1018,81,0
31,1018,81,0
31,1018,82,0
31,1023,81,0
31,1024,82,0
31,1025,82,0
32,1026,82,0
32,1023,81,0
31,1022,81,0
31,1013,81,595
31,1004,80,1116
31,998,79,1412
31,995,80,1674
31,995,80,1825
34,885,80,1933
48,677,81,2009
55,553,82,2085
61,446,82,2132
64,377,83,2182
67,337,83,2201
68,310,84,2230
69,289,84,2254
71,269,84,1688
72,256,84,1220
72,246,84,829
72,241,84,600
72,236,84,404
72,235,83,312
71,233,83,214
71,232,83,148
71,232,82,108
72,234,83,0
72,235,83,0
72,234,83,0
72,232,83,0
72,232,83,0
72,231,84,0
73,233,84,0
73,230,84,0
70,244,83,0
68,311,82,0
67,369,81,0
66,404,82,0
66,426,82,0
65,449,83,0
66,469,83,0
66,480,83,0
67,493,84,0
68,503,85,0
68,510,84,248
68,513,85,915
68,520,85,1313
68,521,86,1645
71,443,87,1837
73,387,86,1985
74,341,87,2077
75,318,87,2139
76,294,87,2168
77,277,87,2198
77,265,87,2215
77,259,87,2220
78,255,88,2220
78,251,87,2171
79,248,88,1577
79,248,88,1065
79,248,88,770
79,249,88,520
79,247,88,402
79,249,89,273
79,249,89,186
79,249,89,135
79,249,88,0
79,244,88,0
79,244,88,0
79,245,87,0
79,244,87,0
79,243,87,0
79,242,87,0
79,241,87,0
78,244,88,0
79,247,87,0
78,246,87,0
78,247,87,0
78,245,87,0
79,243,87,0
78,242,87,0
78,241,87,0
78,239,87,0
78,239,87,0
78,240,87,0
78,239,87,539
78,242,87,1001
78,244,87,1329
78,245,87,1590
78,242,87,1730
78,242,87,1846
79,241,88,1950
79,240,88,2011
79,241,87,2060
79,240,88,2097
78,238,87,2101
79,240,87,2110
79,243,87,2122
79,244,87,1752
79,241,87,1185
78,239,86,853
77,237,85,577
76,238,85,419
75,234,85,285
75,233,86,208
75,233,85,152
74,233,85,111
74,235,85,0
74,233,85,0
74,232,85,0
73,231,84,0
73,230,84,0
73,230,84,0
72,234,84,0
73,233,84,0
72,230,82,0
72,229,83,0
72,231,83,0
72,231,83,0
